epic_name,tm_name,epic_candname,pl_name,ra,ra_err,ra_str,dec,dec_err,dec_str,k2c_disp,k2c_refdisp,k2c_reflink,k2c_note,k2c_recentflag,k2_campaign_str,st_plx,st_plxerr1,st_plxerr2,st_plxlim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metratio,st_rad,st_raderr1,st_raderr2,st_radlim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_kep,st_keperr,st_keplim,st_bj,st_bjerr,st_bjlim,st_vj,st_vjerr,st_vjlim,st_us,st_userr,st_uslim,st_gs,st_gserr,st_gslim,st_rs,st_rserr,st_rslim,st_is,st_iserr,st_islim,st_zs,st_zserr,st_zslim,st_j2,st_j2err,st_j2lim,st_h2,st_h2err,st_h2lim,st_k2,st_k2err,st_k2lim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,st_bmvj,st_bmvjerr,st_bmvjlim,st_jmh2,st_jmh2err,st_jmh2lim,st_hmk2,st_hmk2err,st_hmk2lim,st_jmk2,st_jmk2err,st_jmk2lim,pl_fppprob,pl_fppproblim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_tranflag
EPIC 206245553,2MASS J22200610-0903219,EPIC 206245553.01,K2-73 b,335.025482,0.000000,22h20m06.12s,-9.056093,0.000000,-09d03m21.9s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,3,,,,,,,,,5844.00,50.00,-50.00,0,4.35,0.10,-0.10,0,0.090,0.080,-0.080,0,[Fe/H],1.05,0.13,-0.07,0,,,,,11.745,,0,12.431,0.349,0,11.345,0.146,0,,,,12.115,0.030,0,11.688,0.050,0,11.587,0.020,0,,,,10.695,0.026,0,10.382,0.021,0,10.322,0.021,0,10.293,0.023,0,10.335,0.020,0,10.223,0.070,0,8.891,,-1,1.086,0.378,0,0.313,0.033,0,0.060,0.030,0,0.373,0.033,0,0.0001,-1,7.49569200,0.00027900,-0.00028300,0,2456980.176570,0.001433,-0.001327,0,,,,,,,,,88.443,1.108,-1.798,0,,,,,15.108184,1.394212,-3.187118,0,0.02290,0.00135,-0.00064,0,0.230,0.030,-0.020,0,2.625,0.362,-0.191,0,,,,,1
EPIC 206268299,2MASS J22394063-0842521,EPIC 206268299.01,K2-74 b,339.919342,0.000000,22h39m40.64s,-8.714505,0.000000,-08d42m52.2s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,3,,,,,,,,,5929.00,60.00,-60.00,0,4.24,0.11,-0.11,0,-0.210,0.080,-0.080,0,[Fe/H],1.09,0.14,-0.11,0,,,,,12.430,,0,13.139,0.042,0,12.588,0.031,0,,,,12.817,0.031,0,12.405,0.041,0,12.264,0.061,0,,,,11.427,0.027,0,11.177,0.026,0,11.068,0.019,0,11.039,0.023,0,11.085,0.022,0,11.254,0.185,0,8.392,,-1,0.551,0.052,0,0.250,0.037,0,0.109,0.032,0,0.359,0.033,0,0.000517,0,19.56555700,0.00189700,-0.00173700,0,2456997.999940,0.002271,-0.002719,0,,,,,,,,,88.920,0.727,-1.031,0,,,,,26.134571,3.311844,-5.940475,0,0.02498,0.00175,-0.00106,0,0.260,0.040,-0.030,0,2.959,0.431,-0.329,0,,,,,1
EPIC 220170303,2MASS J00510570-0111452,EPIC 220170303.01,K2-203 b,12.773741,0.000000,00h51m05.70s,-1.195891,0.000000,-01d11m45.2s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5000.00,50.00,-50.00,0,4.43,0.10,-0.10,0,-0.070,0.080,-0.080,0,[Fe/H],0.76,0.03,-0.02,0,,,,,12.114,,0,13.272,0.040,0,12.353,0.030,0,,,,12.800,0.040,0,12.043,0.020,0,11.821,0.070,0,,,,10.773,0.024,0,10.281,0.026,0,10.206,0.023,0,10.145,0.023,0,10.217,0.020,0,10.100,0.083,0,8.659,,-1,0.919,0.050,0,0.492,0.036,0,0.075,0.035,0,0.567,0.033,0,0.0001,-1,9.69510100,0.00128500,-0.00133400,0,2457396.638780,0.005765,-0.005844,0,,,,,,,,,88.430,1.152,-3.258,0,,,,,19.031555,3.773746,-8.456554,0,0.01647,0.00325,-0.00135,0,0.120,0.020,-0.010,0,1.371,0.275,-0.121,0,,,,,1
EPIC 220186645,2MASS J01093180-0031031,EPIC 220186645.01,K2-204 b,17.382523,0.000000,01h09m31.81s,-0.517620,0.000000,-00d31m03.4s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5755.00,50.00,-50.00,0,4.23,0.10,-0.10,0,0.070,0.080,-0.080,0,[Fe/H],1.18,0.16,-0.14,0,,,,,12.961,,0,13.643,0.020,0,13.010,0.020,0,,,,13.308,0.060,0,12.834,0.030,0,12.812,0.160,0,,,,11.839,0.021,0,11.569,0.026,0,11.478,0.021,0,11.468,0.023,0,11.507,0.022,0,11.279,0.173,0,8.683,,-1,0.633,0.028,0,0.270,0.034,0,0.091,0.034,0,0.361,0.030,0,0.0001,-1,7.05578400,0.00065000,-0.00064100,0,2457396.508620,0.003720,-0.003758,0,,,,,,,,,87.649,1.737,-3.326,0,,,,,11.042580,1.268444,-3.153510,0,0.02371,0.00094,-0.00082,0,0.270,0.040,-0.030,0,3.046,0.433,-0.373,0,,,,,1
EPIC 220192485,2MASS J01163136-0017241,EPIC 220192485.01,,19.130703,0.000000,01h16m31.37s,-0.290045,0.000000,-00d17m24.2s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5220.00,50.00,-50.00,0,4.54,0.10,-0.10,0,-0.100,0.080,-0.080,0,[Fe/H],0.79,0.04,-0.03,0,,,,,11.758,,0,13.386,0.466,0,11.950,0.199,0,,,,12.389,0.060,0,11.718,0.010,0,11.487,0.020,0,,,,10.463,0.030,0,10.084,0.025,0,9.947,0.019,0,9.895,0.023,0,9.937,0.020,0,9.886,0.063,0,8.191,,-1,1.436,0.507,0,0.379,0.039,0,0.137,0.032,0,0.516,0.035,0,,0,50.69364400,0.00056900,-0.00055000,0,2457409.223300,0.000396,-0.000374,0,,,,,,,,,89.481,0.082,-0.054,0,,,,,75.576315,5.035064,-3.379718,0,0.10039,0.00168,-0.00247,0,0.770,0.040,-0.030,0,8.683,0.459,-0.376,0,,,,,1
EPIC 220207765,2MASS J01240186+0016279,EPIC 220207765.01,,21.007797,0.000000,01h24m01.87s,0.274438,0.000000,+00d16m28.0s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5318.00,50.00,-50.00,0,4.68,0.10,-0.10,0,0.260,0.080,-0.080,0,[Fe/H],0.85,0.03,-0.02,0,,,,,12.170,,0,13.322,0.020,0,12.435,0.010,0,,,,12.846,0.010,0,12.118,0.020,0,11.880,0.050,0,,,,10.912,0.024,0,10.489,0.024,0,10.388,0.021,0,10.342,0.023,0,10.399,0.021,0,10.329,0.066,0,8.941,,-1,0.887,0.022,0,0.423,0.034,0,0.101,0.032,0,0.524,0.032,0,0.00527,0,7.11985600,0.00062200,-0.00063800,0,2457396.426330,0.004103,-0.004166,0,,,,,,,,,89.052,0.675,-1.263,0,,,,,27.668730,5.313782,-7.535598,0,0.02022,0.00210,-0.00160,0,0.170,0.020,-0.010,0,1.880,0.209,-0.157,0,,,,,1
EPIC 220211923,2MASS J01005219+0025334,EPIC 220211923.01,K2-205 b,15.217487,0.000000,01h00m52.20s,0.425996,0.000000,+00d25m33.6s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5890.00,50.00,-50.00,0,4.25,0.10,-0.10,0,-0.260,0.080,-0.080,0,[Fe/H],1.08,0.13,-0.11,0,,,,,12.250,,0,12.994,0.020,0,12.391,0.040,0,,,,12.627,0.010,0,12.219,0.030,0,12.089,0.020,0,,,,11.235,0.026,0,10.933,0.021,0,10.879,0.021,0,10.862,0.022,0,10.908,0.021,0,10.821,0.119,0,8.540,,-1,0.603,0.045,0,0.302,0.034,0,0.054,0.030,0,0.356,0.033,0,0.0001,-1,26.67226300,0.00416000,-0.00367600,0,2457413.419140,0.004527,-0.006106,0,,,,,,,,,89.097,0.657,-1.193,0,,,,,31.035514,4.404670,-9.305914,0,0.01698,0.00108,-0.00093,0,0.180,0.020,-0.020,0,1.996,0.270,-0.231,0,,,,,1
EPIC 220216730,2MASS J00450151+0035357,EPIC 220216730.01,K2-206 b,11.256313,0.000000,00h45m01.52s,0.593257,0.000000,+00d35m35.7s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5043.00,50.00,-50.00,0,4.46,0.10,-0.10,0,-0.140,0.080,-0.080,0,[Fe/H],0.76,0.03,-0.03,0,,,,,12.826,,0,13.957,0.040,0,13.100,0.050,0,,,,13.500,0.030,0,12.783,0.050,0,12.537,0.030,0,,,,11.439,0.026,0,10.991,0.027,0,10.918,0.021,0,10.845,0.022,0,10.899,0.021,0,11.021,0.232,0,8.674,,-1,0.857,0.064,0,0.448,0.037,0,0.073,0.034,0,0.521,0.033,0,0.0001,-1,18.29454900,0.00172800,-0.00159900,0,2457396.576610,0.003940,-0.004344,0,,,,,,,,,89.112,0.634,-1.221,0,,,,,28.284030,3.020632,-7.623746,0,0.03381,0.00229,-0.00144,0,0.250,0.020,-0.010,0,2.795,0.223,-0.155,0,,,,,1
EPIC 220218012,2MASS J00464793+0038268,EPIC 220218012.01,K2-207 b,11.699704,0.000000,00h46m47.93s,0.640796,0.000000,+00d38m26.9s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5522.00,50.00,-50.00,0,4.41,0.10,-0.10,0,0.110,0.080,-0.080,0,[Fe/H],0.93,0.09,-0.05,0,,,,,12.971,,0,13.906,0.040,0,13.166,0.050,0,,,,13.486,0.030,0,12.951,0.050,0,12.750,0.020,0,,,,11.780,0.022,0,11.456,0.023,0,11.383,0.020,0,11.338,0.022,0,11.397,0.023,0,11.214,0.205,0,8.384,,-1,0.740,0.064,0,0.324,0.032,0,0.073,0.031,0,0.397,0.029,0,0.000186,0,12.48749000,0.00120800,-0.00116200,0,2457403.644590,0.003599,-0.003892,0,,,,,,,,,88.620,0.988,-1.589,0,,,,,21.180496,3.189156,-5.908349,0,0.02574,0.00262,-0.00151,0,0.230,0.030,-0.020,0,2.606,0.370,-0.209,0,,,,,1
EPIC 220225178,2MASS J01230698+0053210,EPIC 220225178.01,K2-208 b,20.779097,0.000000,01h23m06.98s,0.889177,0.000000,+00d53m21.0s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5582.00,50.00,-50.00,0,4.62,0.10,-0.10,0,-0.110,0.080,-0.080,0,[Fe/H],0.86,0.03,-0.03,0,,,,,12.302,,0,13.241,0.040,0,12.503,0.020,0,,,,12.838,0.050,0,12.249,0.020,0,12.072,0.020,0,,,,11.164,0.026,0,10.824,0.021,0,10.746,0.019,0,10.697,0.022,0,10.739,0.021,0,10.645,0.089,0,8.617,,-1,0.738,0.045,0,0.340,0.034,0,0.078,0.029,0,0.418,0.032,0,0.0001,-1,4.19094800,0.00023000,-0.00024800,0,2457396.511640,0.002480,-0.002349,0,,,,,,,,,88.043,1.376,-2.502,0,,,,,14.156898,2.132162,-4.003238,0,0.01785,0.00160,-0.00117,0,0.150,0.010,-0.010,0,1.679,0.165,-0.125,0,,,,,1
EPIC 220241529,2MASS J00584575+0123014,EPIC 220241529.01,K2-209 b,14.690681,0.000000,00h58m45.76s,1.383812,0.000000,+01d23m01.7s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,4720.00,50.00,-50.00,0,4.46,0.10,-0.10,0,-0.060,0.080,-0.080,0,[Fe/H],0.71,0.02,-0.02,0,,,,,10.717,,0,12.050,0.191,0,11.205,0.103,0,,,,11.574,0.030,0,10.611,0.060,0,10.350,0.070,0,,,,9.263,0.024,0,8.774,0.038,0,8.613,0.023,0,8.555,0.022,0,8.612,0.021,0,8.553,0.027,0,8.172,0.279,0,0.845,0.217,0,0.489,0.045,0,0.161,0.044,0,0.650,0.033,0,0.0001,-1,2.08061500,0.00013400,-0.00013000,0,2457394.233100,0.002694,-0.002473,0,,,,,,,,,86.231,2.669,-6.348,0,,,,,8.501853,1.842238,-3.489889,0,0.01118,0.00131,-0.00074,0,0.080,0.010,-0.010,0,0.869,0.105,-0.062,0,,,,,1
EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.01,K2-75 b,338.844849,0.000000,22h35m22.76s,-7.469853,0.000000,-07d28m11.5s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,3,,,,,,,,,6022.00,51.00,-51.00,0,4.26,0.10,-0.10,0,0.300,0.080,-0.080,0,[Fe/H],1.24,0.16,-0.11,0,,,,,12.566,,0,13.346,0.042,0,12.701,0.031,0,,,,12.991,0.031,0,12.546,0.041,0,12.384,0.061,0,,,,11.564,0.029,0,11.283,0.026,0,11.178,0.019,0,11.157,0.023,0,11.181,0.021,0,11.195,0.205,0,8.792,,-1,0.645,0.052,0,0.281,0.039,0,0.105,0.032,0,0.386,0.035,0,0.0001,-1,7.81794900,0.00077600,-0.00074500,0,2456983.429340,0.003711,-0.003920,0,,,,,,,,,87.413,1.930,-5.035,0,,,,,10.570530,1.334026,-4.149890,0,0.01887,0.00123,-0.00066,0,0.230,0.030,-0.020,0,2.549,0.372,-0.235,0,,,,,1
EPIC 206348688,2MASS J22352275-0728114,EPIC 206348688.02,K2-75 c,338.844849,0.000000,22h35m22.76s,-7.469853,0.000000,-07d28m11.5s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,3,,,,,,,,,6022.00,51.00,-51.00,0,4.26,0.10,-0.10,0,0.300,0.080,-0.080,0,[Fe/H],1.24,0.16,-0.11,0,,,,,12.566,,0,13.346,0.042,0,12.701,0.031,0,,,,12.991,0.031,0,12.546,0.041,0,12.384,0.061,0,,,,11.564,0.029,0,11.283,0.026,0,11.178,0.019,0,11.157,0.023,0,11.181,0.021,0,11.195,0.205,0,8.792,,-1,0.645,0.052,0,0.281,0.039,0,0.105,0.032,0,0.386,0.035,0,0.0001,-1,18.28606900,0.00573700,-0.00456400,0,2456992.747240,0.006737,-0.009686,0,,,,,,,,,88.796,0.873,-1.767,0,,,,,21.419376,2.368675,-6.333132,0,0.01945,0.00106,-0.00075,0,0.230,0.030,-0.020,0,2.626,0.372,-0.246,0,,,,,1
EPIC 206439513,2MASS J22312485-0558406,EPIC 206439513.01,,337.853516,0.000000,22h31m24.84s,-5.977968,0.000000,-05d58m40.7s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,3,,,,,,,,,6211.00,59.00,-59.00,0,3.56,0.10,-0.10,0,-0.250,0.080,-0.080,0,[Fe/H],3.47,0.48,-0.44,0,,,,,11.437,,0,12.412,0.252,0,11.618,0.157,0,,,,,,,,,,,,,,,,10.888,0.026,0,10.678,0.026,0,10.621,0.021,0,10.578,0.024,0,10.600,0.020,0,10.649,0.111,0,8.784,,-1,0.794,0.297,0,0.210,0.037,0,0.057,0.033,0,0.267,0.033,0,,0,18.41512600,0.00675000,-0.00651000,0,2456992.868130,0.008161,-0.008049,0,,,,,,,,,64.282,4.818,-7.201,0,,,,,2.717431,0.298239,-0.222651,0,0.18369,0.34386,-0.10755,0,6.200,11.630,-3.710,0,69.443,130.354,-41.625,0,,,,,1
EPIC 206535016,2MASS J22205766-0408219,EPIC 206535016.01,,335.240265,0.000000,22h20m57.66s,-4.139476,0.000000,-04d08m22.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,3,,,,,,,,,5199.00,50.00,-50.00,0,4.52,0.10,-0.10,0,-0.170,0.080,-0.080,0,[Fe/H],0.78,0.04,-0.03,0,,,,,11.644,,0,12.849,0.020,0,11.835,0.130,0,,,,12.430,0.010,0,11.481,0.040,0,11.307,0.030,0,,,,10.494,0.023,0,10.087,0.022,0,10.019,0.019,0,9.967,0.022,0,10.003,0.020,0,10.057,0.076,0,8.265,,-1,1.014,0.132,0,0.407,0.032,0,0.068,0.029,0,0.475,0.030,0,0.192,0,20.39807100,0.00189200,-0.00185700,0,2456996.368390,0.002827,-0.002952,0,,,,,,,,,89.558,0.323,-1.158,0,,,,,72.850542,16.353313,-39.426388,0,0.03041,0.00878,-0.00259,0,0.230,0.070,-0.020,0,2.579,0.755,-0.239,0,,,,,1
EPIC 210363145,2MASS J03405481+1234216,EPIC 210363145.01,K2-77 b,55.228428,0.000000,03h40m54.82s,12.572612,0.000000,+12d34m21.4s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,4,,,,,,,,,5070.00,50.00,-50.00,0,4.67,0.10,-0.10,0,0.120,0.080,-0.080,0,[Fe/H],0.78,0.02,-0.01,0,,,,,11.896,,0,13.229,0.030,0,12.158,0.090,0,,,,12.739,0.020,0,11.816,0.090,0,11.534,0.060,0,,,,10.384,0.020,0,9.910,0.023,0,9.799,0.018,0,9.733,0.023,0,9.790,0.019,0,9.773,0.054,0,8.736,,-1,1.071,0.095,0,0.474,0.030,0,0.111,0.029,0,0.585,0.027,0,0.0001,-1,8.19981400,0.00036400,-0.00036700,0,2457070.806480,0.001511,-0.001449,0,,,,,,,,,88.927,0.802,-1.674,0,,,,,23.465690,2.549332,-7.083635,0,0.02921,0.00117,-0.00096,0,0.220,0.010,-0.010,0,2.498,0.126,-0.094,0,,,,,1
EPIC 210365511,2MASS J04002214+1238018,EPIC 210365511.01,,60.092361,0.000000,04h00m22.17s,12.633847,0.000000,+12d38m01.9s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,4,,,,,,,,,4672.00,50.00,-50.00,0,4.63,0.10,-0.10,0,-0.100,0.080,-0.080,0,[Fe/H],0.69,0.02,-0.02,0,,,,,12.439,,0,14.192,0.030,0,13.044,0.230,0,,,,13.648,0.050,0,12.517,0.150,0,11.921,0.060,0,,,,10.604,0.022,0,10.008,0.022,0,9.842,0.017,0,9.769,0.024,0,9.808,0.019,0,9.777,0.052,0,8.707,,-1,1.148,0.232,0,0.596,0.031,0,0.166,0.028,0,0.762,0.028,0,,0,3.95197100,0.00124600,-0.00126700,0,2457067.616660,0.010099,-0.010243,0,,,,,,,,,38.938,9.200,-9.201,0,,,,,1.466826,0.500890,-0.106817,0,0.11188,0.38464,-0.07335,0,0.750,2.590,-0.490,0,8.446,29.035,-5.542,0,,,,,1
EPIC 210402237,2MASS J03410141+1331098,EPIC 210402237.01,K2-79 b,55.255905,0.000000,03h41m01.42s,13.519372,0.000000,+13d31m09.7s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,4,,,,,,,,,5839.00,51.00,-51.00,0,4.41,0.10,-0.10,0,0.200,0.080,-0.080,0,[Fe/H],1.04,0.09,-0.05,0,,,,,11.801,,0,12.893,0.020,0,12.075,0.060,0,,,,12.461,0.010,0,11.792,0.050,0,11.518,0.040,0,,,,10.358,0.022,0,9.998,0.019,0,9.907,0.018,0,9.830,0.022,0,9.861,0.021,0,9.796,0.055,0,8.897,,-1,0.818,0.063,0,0.360,0.029,0,0.091,0.026,0,0.451,0.028,0,0.0001,-1,10.99394800,0.00060000,-0.00062700,0,2457070.246510,0.001989,-0.001982,0,,,,,,,,,88.635,0.985,-1.664,0,,,,,17.737717,1.643751,-4.100499,0,0.02778,0.00154,-0.00086,0,0.280,0.030,-0.020,0,3.147,0.329,-0.181,0,,,,,1
EPIC 210403955,2MASS J03560900+1333334,EPIC 210403955.02,K2-80 c,59.037487,0.000000,03h56m09.00s,13.559289,0.000000,+13d33m33.4s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,4,,,,,,,,,5377.00,50.00,-50.00,0,4.65,0.10,-0.10,0,0.070,0.080,-0.080,0,[Fe/H],0.84,0.03,-0.02,0,,,,,12.388,,0,13.610,0.050,0,12.626,0.090,0,,,,13.094,0.050,0,12.298,0.100,0,12.085,0.300,0,,,,10.874,0.021,0,10.425,0.022,0,10.313,0.017,0,10.260,0.023,0,10.309,0.020,0,10.290,0.078,0,8.251,,-1,0.984,0.103,0,0.449,0.030,0,0.112,0.028,0,0.561,0.027,0,0.0001,-1,5.60530900,0.00063700,-0.00063000,0,2457066.485960,0.003652,-0.003782,0,,,,,,,,,87.916,1.499,-3.252,0,,,,,13.301555,1.916712,-4.485621,0,0.01622,0.00200,-0.00097,0,0.130,0.020,-0.010,0,1.489,0.192,-0.097,0,,,,,1
EPIC 210403955,2MASS J03560900+1333334,EPIC 210403955.01,K2-80 b,59.037487,0.000000,03h56m09.00s,13.559289,0.000000,+13d33m33.4s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,4,,,,,,,,,5377.00,50.00,-50.00,0,4.65,0.10,-0.10,0,0.070,0.080,-0.080,0,[Fe/H],0.84,0.03,-0.02,0,,,,,12.388,,0,13.610,0.050,0,12.626,0.090,0,,,,13.094,0.050,0,12.298,0.100,0,12.085,0.300,0,,,,10.874,0.021,0,10.425,0.022,0,10.313,0.017,0,10.260,0.023,0,10.309,0.020,0,10.290,0.078,0,8.251,,-1,0.984,0.103,0,0.449,0.030,0,0.112,0.028,0,0.561,0.027,0,0.0001,-1,19.09995000,0.00408400,-0.00404800,0,2457077.592650,0.005564,-0.005529,0,,,,,,,,,88.994,0.727,-1.574,0,,,,,29.258083,4.578834,-10.562187,0,0.02303,0.00317,-0.00134,0,0.190,0.030,-0.010,0,2.113,0.301,-0.134,0,,,,,1
EPIC 220245303,2MASS J00431252+0128148,EPIC 220245303.01,,10.802200,0.000000,00h43m12.53s,1.470872,0.000000,+01d28m15.1s,CANDIDATE,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5121.00,50.00,-50.00,0,4.69,0.10,-0.10,0,-0.030,0.080,-0.080,0,[Fe/H],0.77,0.02,-0.02,0,,,,,11.821,,0,13.060,0.050,0,12.060,0.080,0,,,,12.585,0.040,0,11.760,0.090,0,11.494,0.080,0,,,,10.478,0.025,0,10.028,0.032,0,9.962,0.023,0,9.841,0.023,0,9.898,0.020,0,9.881,0.075,0,8.468,,-1,1.000,0.094,0,0.450,0.040,0,0.066,0.040,0,0.516,0.034,0,0.00122,0,3.68034000,0.00035900,-0.00032500,0,2457396.477070,0.003757,-0.003637,0,,,,,,,,,87.885,1.514,-3.336,0,,,,,12.883622,2.731317,-4.313286,0,0.01256,0.00221,-0.00118,0,0.090,0.020,-0.010,0,1.062,0.189,-0.104,0,,,,,1
EPIC 220250254,2MASS J01103382+0134416,EPIC 220250254.01,K2-210 b,17.640936,0.000000,01h10m33.82s,1.578266,0.000000,+01d34m41.8s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5396.00,50.00,-50.00,0,4.55,0.10,-0.10,0,0.050,0.080,-0.080,0,[Fe/H],0.85,0.04,-0.03,0,,,,,11.507,,0,12.882,0.368,0,11.535,0.137,0,,,,12.135,0.070,0,11.383,0.150,0,11.238,0.120,0,,,,10.354,0.022,0,9.995,0.032,0,9.915,0.019,0,9.877,0.024,0,9.929,0.020,0,9.998,0.066,0,8.599,0.438,0,1.347,0.393,0,0.359,0.039,0,0.080,0.037,0,0.439,0.029,0,0.000231,0,0.57023300,0.00002800,-0.00002800,0,2457393.958030,0.002106,-0.002075,0,,,,,,,,,84.105,4.220,-9.012,0,,,,,4.320710,0.843756,-1.256136,0,0.00881,0.00100,-0.00070,0,0.070,0.010,-0.010,0,0.819,0.101,-0.069,0,,,,,1
EPIC 220256496,2MASS J01242543+0142176,EPIC 220256496.01,K2-211 b,21.105953,0.000000,01h24m25.43s,1.704954,0.000000,+01d42m17.8s,CONFIRMED,CONFIRMED,<a href=http://adsabs.harvard.edu/abs/2018arXiv180205277M target=ref>Mayo et al. 2018</a>,,1,8,,,,,,,,,5221.00,50.00,-50.00,0,4.60,0.10,-0.10,0,0.110,0.080,-0.080,0,[Fe/H],0.82,0.03,-0.02,0,,,,,12.872,,0,14.028,0.060,0,13.075,0.110,0,,,,13.584,0.060,0,12.786,0.110,0,12.566,0.050,0,,,,11.624,0.024,0,11.205,0.021,0,11.104,0.024,0,11.074,0.023,0,11.128,0.020,0,10.933,0.093,0,9.086,,-1,0.953,0.125,0,0.419,0.032,0,0.101,0.032,0,0.520,0.034,0,0.000216,0,0.66955800,0.00003200,-0.00003200,0,2457393.813640,0.002087,-0.002182,0,,,,,,,,,81.569,6.224,-13.157,0,,,,,3.414080,0.626435,-1.113004,0,0.01545,0.00183,-0.00109,0,0.120,0.020,-0.010,0,1.375,0.172,-0.103,0,,,,,1
